file	line	citation	class	target
reports/round-1-capabilities-full.md	1576	messaging/index.md:344	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1592	gateway-internals.md:94	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1604	cron-internals.md:132	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1660	messaging/index.md:344	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1687	delegation.md:158	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1699	delegation.md:303	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1800	kanban.md:297	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1800	kanban.md:64	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1832	delegation.md:158	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1834	delegation.md:303	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1876	cron.md:135	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1900	cron.md:264	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1914	cron-internals.md:216	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	1951	cron-internals.md:272	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	2010	cron-internals.md:216	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	2406	doctor.py:708	AMBIGUOUS	3 个候选(BASELINE)
reports/round-1-capabilities-full.md	2414	user-guide/security.md:767	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	2539	user-guide/security.md:767	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	2572	tools-runtime.md:96	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-capabilities-full.md	2600	agent_init.py:470	BASELINE-ONE+IN-BLOCK	agent/agent_init.py
reports/round-1-capabilities-full.md	2601	conversation_loop.py:122	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2602	conversation_loop.py:6597	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2603	conversation_loop.py:2133	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2604	conversation_loop.py:2348	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2605	conversation_loop.py:6588	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2606	conversation_loop.py:7037	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2607	conversation_loop.py:7215	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2608	turn_finalizer.py:127	BASELINE-ONE+IN-BLOCK	agent/turn_finalizer.py
reports/round-1-capabilities-full.md	2609	conversation_loop.py:164	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2610	conversation_loop.py:6594	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-capabilities-full.md	2611	chat_completion_helpers.py:451	BASELINE-ONE+IN-BLOCK	agent/chat_completion_helpers.py
reports/round-1-capabilities-full.md	2612	prompt_caching.py:1	BASELINE-ONE+IN-BLOCK	agent/prompt_caching.py
reports/round-1-capabilities-full.md	2613	credential_pool.py:633	BASELINE-ONE+IN-BLOCK	agent/credential_pool.py
reports/round-1-capabilities-full.md	2614	error_classifier.py:623	BASELINE-ONE+IN-BLOCK	agent/error_classifier.py
reports/round-1-capabilities-full.md	2615	chat_completion_helpers.py:1730	BASELINE-ONE+IN-BLOCK	agent/chat_completion_helpers.py
reports/round-1-capabilities-full.md	2616	auxiliary_client.py:5391	BASELINE-ONE+IN-BLOCK	agent/auxiliary_client.py
reports/round-1-capabilities-full.md	2617	usage_pricing.py:1205	BASELINE-ONE+IN-BLOCK	agent/usage_pricing.py
reports/round-1-capabilities-full.md	2618	anthropic_adapter.py:777	BASELINE-ONE+IN-BLOCK	agent/anthropic_adapter.py
reports/round-1-capabilities-full.md	2619	prompt_builder.py:2062	BASELINE-ONE+IN-BLOCK	agent/prompt_builder.py
reports/round-1-capabilities-full.md	2620	session_search_tool.py:23	BASELINE-ONE+IN-BLOCK	tools/session_search_tool.py
reports/round-1-capabilities-full.md	2621	approval.py:434	BASELINE-ONE+IN-BLOCK	tools/approval.py
reports/round-1-capabilities-full.md	2622	url_safety.py:487	BASELINE-ONE+IN-BLOCK	tools/url_safety.py
reports/round-1-capabilities-full.md	2623	url_safety.py:466	BASELINE-ONE+IN-BLOCK	tools/url_safety.py
reports/round-1-capabilities-full.md	2624	mcp_tool.py:2398	BASELINE-ONE+IN-BLOCK	tools/mcp_tool.py
reports/round-1-capabilities-full.md	2625	docker.py:1961	BASELINE-ONE+IN-BLOCK	tools/environments/docker.py
reports/round-1-capabilities-full.md	2626	run.py:16584	BASELINE-ONE+IN-BLOCK	gateway/run.py
reports/round-1-capabilities-full.md	2627	run.py:14479	BASELINE-ONE+IN-BLOCK	gateway/run.py
reports/round-1-capabilities-full.md	2628	update_cmd.py:3564	BASELINE-ONE+IN-BLOCK	hermes_cli/update_cmd.py
reports/round-1-capabilities-full.md	2629	update_cmd.py:725	BASELINE-ONE+IN-BLOCK	hermes_cli/update_cmd.py
reports/round-1-survey.md	470	turn_context.py:588	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	481	turn_context.py:588	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	507	registry.py:216	AMBIGUOUS	5 个候选(BASELINE)
reports/round-1-survey.md	507	registry.py:220	AMBIGUOUS	5 个候选(BASELINE)
reports/round-1-survey.md	566	delegation.md:158	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	580	cron-internals.md:216	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	591	context-compression-and-caching.md:396	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	592	provider-runtime.md:180	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	593	provider-runtime.md:196	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	599	turn_context.py:588	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	609	session-storage.md:177	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	610	session-storage.md:13	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	722	tools-runtime.md:96	AMBIGUOUS	2 个候选(BASELINE)
reports/round-1-survey.md	776	conversation_loop.py:122	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-survey.md	777	conversation_loop.py:6588	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-survey.md	778	conversation_loop.py:7037	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-survey.md	779	conversation_loop.py:7215	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-1-survey.md	780	prompt_caching.py:1	BASELINE-ONE+IN-BLOCK	agent/prompt_caching.py
reports/round-1-survey.md	781	session_search_tool.py:23	BASELINE-ONE+IN-BLOCK	tools/session_search_tool.py
reports/round-1-survey.md	782	conversation_loop.py:164	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-10-client-interface-layer.md	311	events.py:16	AMBIGUOUS	2 个候选(BASELINE)
reports/round-10-client-interface-layer.md	311	tools.py:10	AMBIGUOUS	6 个候选(BASELINE)
reports/round-10-client-interface-layer.md	312	auth.py:51	AMBIGUOUS	5 个候选(BASELINE)
reports/round-10-client-interface-layer.md	312	entry.py:247	AMBIGUOUS	2 个候选(BASELINE)
reports/round-10-client-interface-layer.md	495	sqlite.org:443	NOT-IN-TREE	
reports/round-10-client-interface-layer.md	520	sqlite.org:443	NOT-IN-TREE	
reports/round-10-client-interface-layer.md	585	edit_approval.py:267	BASELINE-ONE+IN-BLOCK	acp_adapter/edit_approval.py
reports/round-10b-desktop-application.md	155	127.0.0.1:18789	NOT-IN-TREE	
reports/round-10b-desktop-application.md	155	sqlite.org:443	NOT-IN-TREE	
reports/round-10b-desktop-application.md	155	api.openai.com:443	NOT-IN-TREE	
reports/round-10b-desktop-application.md	156	homeassistant.local:8123	NOT-IN-TREE	
reports/round-10b-desktop-application.md	156	x.test:80	NOT-IN-TREE	
reports/round-10b-desktop-application.md	156	n.lineno:4	NOT-IN-TREE	
reports/round-10b-desktop-application.md	161	build.sh:4	BASELINE-ONE	native/fts5_cjk/build.sh
reports/round-10b-desktop-application.md	179	sqlite.org:443	NOT-IN-TREE+IN-BLOCK	
reports/round-10b-desktop-application.md	180	127.0.0.1:18789	NOT-IN-TREE+IN-BLOCK	
reports/round-10b-desktop-application.md	181	api.openai.com:443	NOT-IN-TREE+IN-BLOCK	
reports/round-10b-desktop-application.md	182	homeassistant.local:8123	NOT-IN-TREE+IN-BLOCK	
reports/round-10b-desktop-application.md	183	example.rs:443	NOT-IN-TREE+IN-BLOCK	
reports/round-2-turn-loop.md	113	conversation_loop.py:2330	BASELINE-ONE+IN-BLOCK	agent/conversation_loop.py
reports/round-3-tool-infrastructure.md	99	tools.md:88	AMBIGUOUS	2 个候选(BASELINE)
reports/round-4-execution-environments.md	57	permissions.py:34	AMBIGUOUS	2 个候选(BASELINE)
reports/round-4-execution-environments.md	87	tools.md:88	AMBIGUOUS	2 个候选(BASELINE)
reports/round-4-execution-environments.md	93	tools.md:148	AMBIGUOUS	2 个候选(BASELINE)
reports/round-4-execution-environments.md	137	cua_backend.py:1	BASELINE-ONE+IN-BLOCK	tools/computer_use/cua_backend.py
reports/round-4-execution-environments.md	138	schema.py:14	BASELINE-ONE+IN-BLOCK	tools/computer_use/schema.py
reports/round-4-execution-environments.md	139	vision_routing.py:1	BASELINE-ONE+IN-BLOCK	tools/computer_use/vision_routing.py
reports/round-7-gateway-session-core.md	43	session.py:1058	AMBIGUOUS	3 个候选(BASELINE)
reports/round-7b-platform-integration.md	94	gateway-internals.md:86	AMBIGUOUS	2 个候选(BASELINE)
reports/round-7c-gateway-periphery-and-scheduling.md	103	agent/run_agent.py:3710	NOT-IN-TREE	
reports/round-7c-gateway-periphery-and-scheduling.md	106	webhooks.md:453	AMBIGUOUS	3 个候选(BASELINE)
reports/round-8-fix-review-1.md	192	config.py:4995	AMBIGUOUS	4 个候选(BASELINE)
reports/round-8-fix-review-1.md	193	config.py:5123	AMBIGUOUS	4 个候选(BASELINE)
reports/round-8-fix-review-1.md	194	auth.py:7397	AMBIGUOUS	5 个候选(BASELINE)
reports/round-8-fix-review-1.md	196	auth.py:7329	AMBIGUOUS	5 个候选(BASELINE)
reports/round-8-fix-review-1.md	199	auth.py:7397	AMBIGUOUS	5 个候选(BASELINE)
reports/round-8-fix-review-1.md	233	tools-runtime.md:96	AMBIGUOUS	2 个候选(BASELINE)
reports/round-8-fix-review-1.md	240	gateway-internals.md:86	AMBIGUOUS	2 个候选(BASELINE)
reports/round-8-fix-review-1.md	267	base.py:5711	AMBIGUOUS	9 个候选(BASELINE)
reports/round-8-fix-review-1.md	271	base.py:3780	AMBIGUOUS	9 个候选(BASELINE)
reports/round-8-fix-review-1.md	286	tools-runtime.md:96	AMBIGUOUS	2 个候选(BASELINE)
reports/round-8-fix-review-1.md	286	prompt-assembly.md:39	AMBIGUOUS	2 个候选(BASELINE)
reports/round-8-fix-review-1.md	411	config.py:3112	AMBIGUOUS	4 个候选(BASELINE)
reports/round-8-fix-review-1.md	445	ADDING_A_PLATFORM.md:135	BASELINE-ONE+IN-BLOCK	gateway/platforms/ADDING_A_PLATFORM.md
reports/round-8-fix-review-1.md	446	credential_lifecycle.py:174	BASELINE-ONE+IN-BLOCK	hermes_cli/credential_lifecycle.py
reports/round-8-fix-review-1.md	447	docker.py:1961	BASELINE-ONE+IN-BLOCK	tools/environments/docker.py
reports/round-8-fix-review-1.md	448	models_dev.py:11	BASELINE-ONE+IN-BLOCK	agent/models_dev.py
reports/round-8-fix-review-1.md	449	tool_result_storage.py:172	BASELINE-ONE+IN-BLOCK	tools/tool_result_storage.py
reports/round-8-fix-review-1.md	450	ADDING_A_PLATFORM.md:135	BASELINE-ONE+IN-BLOCK	gateway/platforms/ADDING_A_PLATFORM.md
reports/round-8-fix-review-1.md	451	cua_backend.py:2050	BASELINE-ONE+IN-BLOCK	tools/computer_use/cua_backend.py
reports/round-8a-configuration-surface.md	341	faq.md:96	AMBIGUOUS	2 个候选(BASELINE)
reports/round-8a-configuration-surface.md	362	config.py:3611	AMBIGUOUS	4 个候选(BASELINE)
reports/round-8a-configuration-surface.md	376	config.py:3183	AMBIGUOUS	4 个候选(BASELINE)
reports/round-8a-configuration-surface.md	439	127.0.0.1:18789	NOT-IN-TREE	
reports/round-8a-configuration-surface.md	865	env_loader.py:477	BASELINE-ONE+IN-BLOCK	hermes_cli/env_loader.py
reports/round-8b-cli-trunk-and-interaction.md	67	server.py:5811	AMBIGUOUS+IN-BLOCK	4 个候选(BASELINE)
reports/round-8b-cli-trunk-and-interaction.md	178	doctor.py:2548	AMBIGUOUS	3 个候选(BASELINE)
reports/round-8b-cli-trunk-and-interaction.md	417	auth.py:7329	AMBIGUOUS	5 个候选(BASELINE)
reports/round-8b-cli-trunk-and-interaction.md	509	commands.py:181	BASELINE-ONE+IN-BLOCK	hermes_cli/commands.py
reports/round-9a-capability-organization.md	179	creating-skills.md:178	AMBIGUOUS	2 个候选(BASELINE)
reports/round-9a-capability-organization.md	260	curator.py:1644	AMBIGUOUS	2 个候选(BASELINE)
reports/round-9c-external-interfaces.md	197	adapter.py:471	AMBIGUOUS	24 个候选(BASELINE)
reports/round-9c-external-interfaces.md	279	transports/__init__.py:53	AMBIGUOUS	2 个候选(BASELINE)
reports/round-9c-external-interfaces.md	449	codex_app_server_session.py:619	BASELINE-ONE+IN-BLOCK	agent/transports/codex_app_server_session.py
reports/round-9c-external-interfaces.md	450	chat_completion_helpers.py:2172	BASELINE-ONE+IN-BLOCK	agent/chat_completion_helpers.py
reports/round-9c-external-interfaces.md	451	microsoft_graph_client.py:139	BASELINE-ONE+IN-BLOCK	tools/microsoft_graph_client.py
reports/round-9c-external-interfaces.md	452	billing_usage.py:270	BASELINE-ONE+IN-BLOCK	agent/billing_usage.py
reports/round-9c-external-interfaces.md	453	file_safety.py:281	BASELINE-ONE+IN-BLOCK	agent/file_safety.py
reviews/review-1-anchor-corrections.md	38	session_context.py:74	BASELINE-ONE	gateway/session_context.py
reviews/review-1-anchor-corrections.md	39	session_context.py:46	BASELINE-ONE	gateway/session_context.py
reviews/review-1-anchor-corrections.md	40	ADDING_A_PLATFORM.md:135	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-anchor-corrections.md	41	ADDING_A_PLATFORM.md:66	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-anchor-corrections.md	42	tool.py:1330	BASELINE-ONE	tools/computer_use/tool.py
reviews/review-1-anchor-corrections.md	43	cua_backend.py:2050	BASELINE-ONE	tools/computer_use/cua_backend.py
reviews/review-1-anchor-corrections.md	44	ADDING_A_PLATFORM.md:103	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-anchor-corrections.md	45	docker.py:1958	BASELINE-ONE	tools/environments/docker.py
reviews/review-1-anchor-corrections.md	46	models_dev.py:11	BASELINE-ONE	agent/models_dev.py
reviews/review-1-anchor-corrections.md	47	tool_result_storage.py:172	BASELINE-ONE	tools/tool_result_storage.py
reviews/review-1-anchor-corrections.md	48	session_context.py:74	BASELINE-ONE	gateway/session_context.py
reviews/review-1-anchor-corrections.md	49	approval.py:3767	BASELINE-ONE	tools/approval.py
reviews/review-1-anchor-corrections.md	50	ADDING_A_PLATFORM.md:135	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-anchor-corrections.md	51	cua_backend.py:2050	BASELINE-ONE	tools/computer_use/cua_backend.py
reviews/review-1-anchor-corrections.md	52	env_loader.py:669	BASELINE-ONE	hermes_cli/env_loader.py
reviews/review-1-anchor-corrections.md	58	r4-execution-environments.md:112	STUDY-ONE	chapters/r4-execution-environments.md
reviews/review-1-anchor-corrections.md	59	r7b-platform-integration.md:471	STUDY-ONE	chapters/r7b-platform-integration.md
reviews/review-1-anchor-corrections.md	60	round-1-capabilities-full.md:342	STUDY-ONE	reports/round-1-capabilities-full.md
reviews/review-1-anchor-corrections.md	61	round-1-capabilities-full.md:826	STUDY-ONE	reports/round-1-capabilities-full.md
reviews/review-1-anchor-corrections.md	83	config_defaults.py:2129	BASELINE-ONE	hermes_cli/config_defaults.py
reviews/review-1-full-corpus.md	153	base.py:5711	AMBIGUOUS	9 个候选(BASELINE)
reviews/review-1-full-corpus.md	181	gateway-internals.md:86	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	460	tools.md:88	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	461	tools.md:88	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	517	__init__.py:686	AMBIGUOUS	171 个候选(BASELINE)
reviews/review-1-full-corpus.md	524	base.py:781	AMBIGUOUS	9 个候选(BASELINE)
reviews/review-1-full-corpus.md	548	memory_manager.py:347	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	562	r4-execution-environments.md:112	STUDY-ONE+IN-BLOCK	chapters/r4-execution-environments.md
reviews/review-1-full-corpus.md	563	r7b-platform-integration.md:471	STUDY-ONE+IN-BLOCK	chapters/r7b-platform-integration.md
reviews/review-1-full-corpus.md	603	round-1-capabilities-full.md:342	STUDY-ONE+IN-BLOCK	reports/round-1-capabilities-full.md
reviews/review-1-full-corpus.md	604	round-1-capabilities-full.md:826	STUDY-ONE+IN-BLOCK	reports/round-1-capabilities-full.md
reviews/review-1-full-corpus.md	715	session_context.py:74	BASELINE-ONE	gateway/session_context.py
reviews/review-1-full-corpus.md	726	session_context.py:46	BASELINE-ONE	gateway/session_context.py
reviews/review-1-full-corpus.md	1029	tools-runtime.md:96	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	1030	prompt-assembly.md:31	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	1031	ADDING_A_PLATFORM.md:135	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-full-corpus.md	1032	ADDING_A_PLATFORM.md:66	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-full-corpus.md	1033	tool.py:1330	BASELINE-ONE	tools/computer_use/tool.py
reviews/review-1-full-corpus.md	1033	cua_backend.py:2050	BASELINE-ONE	tools/computer_use/cua_backend.py
reviews/review-1-full-corpus.md	1183	base.py:5711	AMBIGUOUS	9 个候选(BASELINE)
reviews/review-1-full-corpus.md	1187	ADDING_A_PLATFORM.md:103	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-full-corpus.md	1189	docker.py:1958	BASELINE-ONE	tools/environments/docker.py
reviews/review-1-full-corpus.md	1193	models_dev.py:11	BASELINE-ONE	agent/models_dev.py
reviews/review-1-full-corpus.md	1193	tool_result_storage.py:172	BASELINE-ONE	tools/tool_result_storage.py
reviews/review-1-full-corpus.md	1195	session_context.py:74	BASELINE-ONE	gateway/session_context.py
reviews/review-1-full-corpus.md	1197	approval.py:3767	BASELINE-ONE	tools/approval.py
reviews/review-1-full-corpus.md	1202	tools-runtime.md:96	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	1202	prompt-assembly.md:39	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	1202	ADDING_A_PLATFORM.md:135	BASELINE-ONE	gateway/platforms/ADDING_A_PLATFORM.md
reviews/review-1-full-corpus.md	1202	cua_backend.py:2050	BASELINE-ONE	tools/computer_use/cua_backend.py
reviews/review-1-full-corpus.md	1203	tools-runtime.md:96	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	1206	gateway-internals.md:9	AMBIGUOUS	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	1211	env_loader.py:669	BASELINE-ONE	hermes_cli/env_loader.py
reviews/review-1-full-corpus.md	1334	tools.md:88	AMBIGUOUS+IN-BLOCK	2 个候选(BASELINE)
reviews/review-1-full-corpus.md	1340	configuration.md:1646	AMBIGUOUS+IN-BLOCK	4 个候选(BASELINE)
reviews/review-1-full-corpus.md	1606	config_defaults.py:2129	BASELINE-ONE+IN-BLOCK	hermes_cli/config_defaults.py
reviews/review-1-full-corpus.md	1606	config.py:4660	AMBIGUOUS+IN-BLOCK	4 个候选(BASELINE)
