H-R9D-B-c	notes/r9d-raw-file-io-safety.md	1707	`agent/file_safety.py:50`:`str(hermes_home / "cache" / "bws_cache.enc.json"),`	| H-R9D-B-c | `agent/file_safety.py:50`:`str(hermes_home / "cache" / "bws_cache.enc.json"),` | 写禁清单里没有 `auth.json`,`write_file` 可整体覆盖主凭据库;而 `website/docs/user-guide/security.md` 的 “Protected paths (always blocked)” 表把它列为永远拦截(▲-1,文档侧锚点见第 4 节 ▲-1) | 下一轮文档-代码冲突汇总 |
H-R9D-B-d	notes/r9d-raw-file-io-safety.md	1708	`tools/file_operations.py:1071`:`"trap 'rm -f \\\"$tmp\\\"' EXIT; "`	| H-R9D-B-d | `tools/file_operations.py:1071`:`"trap 'rm -f \\\"$tmp\\\"' EXIT; "` | 单引号内的 `\"` 是字面量,trap 触发时 `rm` 删的是一个名字带引号的路径,临时文件从不被清理(最小 bash 复现见 ■-4) | 可与 ■-5 合并 |
H-R9D-B-e	notes/r9d-raw-file-io-safety.md	1709	`tools/file_operations.py:1612`:`if hash_result.exit_code == 0 and hash_result.stdout.strip():`	| H-R9D-B-e | `tools/file_operations.py:1612`:`if hash_result.exit_code == 0 and hash_result.stdout.strip():` | sha256 写后校验"验证不了"与"验证通过"输出相同,于是 `write_file` 指向已存在目录时报成功、内容落进目录里的隐藏 `.hermes-tmp.*`(实跑复现,见 ■-5) | 下一轮写路径复核 |
H-R9D-B-f	notes/r9d-raw-file-io-safety.md	1710	`tools/file_operations.py:1227`:`truncated = total_lines > end_line`	| H-R9D-B-f | `tools/file_operations.py:1227`:`truncated = total_lines > end_line` | `total_lines` 来自 `wc -l`(数换行符),无尾换行文件少 1,于是边界情形下末行被静默丢弃且 `truncated=False`(实跑复现,见 ■-7) | 下一轮读路径复核 |
H-R9D-B-g	notes/r9d-raw-file-io-safety.md	1711	`tools/file_tools.py:374`:`container_paths = _uses_container_paths(task_id)`	| H-R9D-B-g | `tools/file_tools.py:374`:`container_paths = _uses_container_paths(task_id)` | 容器后端不做 `resolve()` 而读禁判定在宿主 `resolve()`,推定容器内软链可绕过读禁 —— **未取证**,需要 Docker 环境 | 有容器环境的轮次 |
H-R9D-B-h	notes/r9d-raw-file-io-safety.md	1712	`tools/file_operations.py:52`:`WRITE_DENIED_PATHS = build_write_denied_paths(_HOME)`	| H-R9D-B-h | `tools/file_operations.py:52`:`WRITE_DENIED_PATHS = build_write_denied_paths(_HOME)` | 模块级写禁快照零消费者,且 `_HOME` 在 import 时求值、不认 HERMES_HOME/profile(全仓搜索见 ◇-2) | 清理面轮次 |
H-R9D-F-a	notes/r9d-raw-gateway-clarify-turn-misc.md	1990	`toolsets.py:94`:`    "clarify",`	| H-R9D-F-a | `toolsets.py:94`:`    "clarify",` | webhook 的「安全子集」含 `clarify`,而 `gateway/platforms/webhook.py:378` 的 `if deliver_type == "log":` 分支只写日志就报 success,agent 会为一个没人能答的问题阻塞到 `agent.clarify_timeout`(默认 3600s);需真起一次 webhook 回合确认 `ctx._status_adapter` 非空 | R10 网关片 |
H-R9D-F-b	notes/r9d-raw-gateway-clarify-turn-misc.md	1991	`agent/think_scrubber.py:89`:`    _OPEN_TAGS: Tuple[str, ...] = tuple(f"<{name}>" for name in _OPEN_TAG_NAMES)`	| H-R9D-F-b | `agent/think_scrubber.py:89`:`    _OPEN_TAGS: Tuple[str, ...] = tuple(f"<{name}>" for name in _OPEN_TAG_NAMES)` | 字面量标签集不认 `<think type="x">`,推理内容随流式增量原样送达用户;而 `agent/agent_runtime_helpers.py:79` 的未闭合正则用 `\b[^>]*>` 接受属性、会把整条回复吃空——同一输入两条路径结果相反 | R10 隐私/输出片 |
H-R9D-F-c	notes/r9d-raw-gateway-clarify-turn-misc.md	1992	`agent/replay_cleanup.py:304`:`            ts = msg.get("timestamp")`	| H-R9D-F-c | `agent/replay_cleanup.py:304`:`            ts = msg.get("timestamp")` | 高危确认语过期保护对**不带 `timestamp`** 的历史消息完全不生效;该字段由持久化层写入,需在会话存储片确认哪些恢复路径带时间戳 | R10 状态/持久化片 |
H-R9D-F-d	notes/r9d-raw-gateway-clarify-turn-misc.md	1993	`agent/replay_cleanup.py:37`:`    if "exit_code" in lowered and ("130" in lowered or "-1" in lowered):`	| H-R9D-F-d | `agent/replay_cleanup.py:37`:`    if "exit_code" in lowered and ("130" in lowered or "-1" in lowered):` | `"-1"` 子串会命中 `2026-1-5` 这类日期,一次成功的 `read_file` 结果因内容含 `[command interrupted]` 被整块从回放历史删除(实跑复现);判定依赖的 `tool_may_have_side_effect` 在 `agent/tool_result_classification.py`,本片未读 | R10 工具分类片 |
H-R9D-F-e	notes/r9d-raw-gateway-clarify-turn-misc.md	1994	`agent/process_bootstrap.py:1`:`"""Process-level bootstrap helpers for ``run_agent``.`	| H-R9D-F-e | `agent/process_bootstrap.py:1`:`"""Process-level bootstrap helpers for ``run_agent``.` | 本模块**不 spawn 子进程、不构造子进程环境**(文件内 `subprocess\|Popen\|os\.exec\|fork\|spawn\|env=\|environ\[` 零命中),「凭据是否继承给子进程」这个问题需要去找真正 spawn 的模块(`tools/code_execution_tool.py`、`tools/terminal_tool.py`、`agent/environments/*`) | R10/R11 执行环境片 |
H-R9D-F-f	notes/r9d-raw-gateway-clarify-turn-misc.md	1995	`tools/managed_tool_gateway.py:298`:`    return bool(actual.scheme) and (actual.scheme, actual.netloc) == (expected.scheme, expected.netloc)`	| H-R9D-F-f | `tools/managed_tool_gateway.py:298`:`    return bool(actual.scheme) and (actual.scheme, actual.netloc) == (expected.scheme, expected.netloc)` | 用 `netloc`(保留大小写)而非 `hostname`(小写化)比对,`https://TOOL-GATEWAY.…` 被判非托管、bearer 不发;当前所有调用方都自拼 URL 故不可达,若将来有调用方使用网关返回的 URL 即活化 | R11 安全复核 |
H-R9D-F-g	notes/r9d-raw-gateway-clarify-turn-misc.md	1996	`tools/hook_output_spill.py:216`:`        spill_path.write_text(text if text.endswith("\n") else text + "\n", encoding="utf-8")`	| H-R9D-F-g | `tools/hook_output_spill.py:216`:`        spill_path.write_text(text if text.endswith("\n") else text + "\n", encoding="utf-8")` | 任意 hook 注入上下文以 0644 落盘、目录 0755、无任何清理机制;对照 `gateway/shutdown_flush.py:44` 的 `flush_dir.mkdir(parents=True, exist_ok=True, mode=0o700)` | R11 安全复核 |
H-R9D-F-h	notes/r9d-raw-gateway-clarify-turn-misc.md	1997	`tools/debug_helpers.py:47`:`        self.log_dir = get_hermes_home() / "logs"`	| H-R9D-F-h | `tools/debug_helpers.py:47`:`        self.log_dir = get_hermes_home() / "logs"` | 在模块 import 时定格 profile 感知的 `get_hermes_home()`,多 profile 网关下三个工具的调试日志会写进 import 时那个 profile;对照同一函数在 `tools/hook_output_spill.py:122` 是落盘时调用 | R11 多 profile 片 |
H-R9D-C-a	notes/r9d-raw-kanban-todo-cron.md	1582	主线本轮复核	| **H-R9D-C-a** | 主线本轮复核 | `cron/scheduler.py:2288`:`# choice explicit here keeps the allowed surface small and auditable.` —— `no_agent` 脚本执行路径上 `cron/*.py` 里零个审批调用,`approvals.cron_mode: deny` 对它无效;模型写脚本进 `~/.hermes/scripts/` 也无 gate(实跑复现,见 §4 ■5) | 待主线复核 |
H-R9D-C-b	notes/r9d-raw-kanban-todo-cron.md	1583	主线本轮复核	| **H-R9D-C-b** | 主线本轮复核 | `tools/kanban_tools.py:1510`:`"""Add a parent→child dependency edge after the fact."""` —— `_handle_link` 缺 `_enforce_worker_task_ownership`,worker 实测可把外国租户的 `ready` 卡降级为 `todo` 并继承其通知订阅(见 §4 ■2、▲1) | 待主线复核 |
H-R9D-C-c	notes/r9d-raw-kanban-todo-cron.md	1584	主线本轮复核	| **H-R9D-C-c** | 主线本轮复核 | `agent/kanban_stop.py:62`:`name = str(msg.get("name") or "")` —— 只看终态工具**调用过**不看**成功过**,一次被判官驳回的 `kanban_complete` 就永久关掉守卫(见 §4 ■1) | 待主线复核 |
H-R9D-C-d	notes/r9d-raw-kanban-todo-cron.md	1585	R10+	| **H-R9D-C-d** | R10+ | `tools/cronjob_tools.py:1181`:`script=args.get("script"),` —— 同一个 lambda 里 `attach_to_session` 未转发,schema 承诺与行为不一致(见 §4 ■6) | 待处置 |
H-R9D-C-e	notes/r9d-raw-kanban-todo-cron.md	1586	R10+	| **H-R9D-C-e** | R10+ | `agent/kanban_stop.py:34`:`task = (os.environ.get("HERMES_KANBAN_TASK") or "").strip()` —— 全仓唯一只认 env、不认 `is_dispatcher_owned_worker` ContextVar 的看板消费者(见 §4 ■3) | 待处置 |
H-R9D-C-f	notes/r9d-raw-kanban-todo-cron.md	1587	R10+	| **H-R9D-C-f** | R10+ | `tools/todo_tool.py:199`:`item_id = str(item.get("id", "")).strip() or "?"` —— 多条缺 id 的待办折叠成一条,静默丢计划(见 §4 ■4) | 待处置 |
H-R9D-A-a	notes/r9d-raw-lsp.md	1889	`agent/lsp/manager.py:313`:`t = max(8.0, self._wait_timeout + 3.0)`	| H-R9D-A-a | `agent/lsp/manager.py:313`:`t = max(8.0, self._wait_timeout + 3.0)` | 外层预算不随 `wait_mode` 走,`full` 模式下 8s < 内层 10s,基线快照必超时并把 `(server, root)` 永久标 broken(实跑 P6) | R10 缺陷汇总 |
H-R9D-A-b	notes/r9d-raw-lsp.md	1890	`agent/lsp/client.py:894`:`pull_task = asyncio.create_task(self._pull_document_diagnostics(abs_path))`	| H-R9D-A-b | `agent/lsp/client.py:894`:`pull_task = asyncio.create_task(self._pull_document_diagnostics(abs_path))` | 服务器拒绝 pull 时该循环空转,2s 发 6855 次请求(实跑 P7) | R10 缺陷汇总 |
H-R9D-A-c	notes/r9d-raw-lsp.md	1891	`agent/lsp/manager.py:530`:`client = self._clients.get((srv.server_id, ws))`	| H-R9D-A-c | `agent/lsp/manager.py:530`:`client = self._clients.get((srv.server_id, ws))` | 用 git 根查按逐服务器根建的客户端池,marker 在子目录时必空,基线滚动静默失效(实跑 P8) | R10 缺陷汇总 |
H-R9D-A-d	notes/r9d-raw-lsp.md	1892	`agent/lsp/workspace.py:87`:`_workspace_cache[str(start_path)] = (None, False)`	| H-R9D-A-d | `agent/lsp/workspace.py:87`:`_workspace_cache[str(start_path)] = (None, False)` | 「非 git 目录」被永久负缓存,文档教的 `git init` 在本进程内无效(实跑 P2) | R10 文档冲突定案 |
H-R9D-A-e	notes/r9d-raw-lsp.md	1893	`agent/lsp/cli.py:252`:`recipe = INSTALL_RECIPES.get(server_id)`	| H-R9D-A-e | `agent/lsp/cli.py:252`:`recipe = INSTALL_RECIPES.get(server_id)` | `hermes lsp which` 漏了 `_recipe_pkg_for` 别名映射,与 `status` 对同一服务器给出相反答案(实跑 P5) | R10 缺陷汇总 |
H-R9D-A-f	notes/r9d-raw-lsp.md	1894	`agent/lsp/client.py:278`:`except Exception:`	| H-R9D-A-f | `agent/lsp/client.py:278`:`except Exception:` | 外层取消抛的 `CancelledError` 不被捕获,`_cleanup_process()` 不跑,语言服务器进程泄漏(实跑 P10) | R10 缺陷汇总 |
H-R9D-A-g	notes/r9d-raw-lsp.md	1895	`agent/lsp/servers.py:209`:`ceiling=os.path.dirname(workspace) if workspace else None,`	| H-R9D-A-g | `agent/lsp/servers.py:209`:`ceiling=os.path.dirname(workspace) if workspace else None,` | ceiling 差一层,项目根可以解析到 git 工作树之外(实跑 P1) | R10 缺陷汇总 |
H-R9D-A-h	notes/r9d-raw-lsp.md	1896	`agent/lsp/install.py:238`:`bin_path = try_install("pyright", ctx.install_strategy)`	| H-R9D-A-h | `agent/lsp/install.py:238`:`bin_path = try_install("pyright", ctx.install_strategy)` | 同步 `subprocess.run(timeout=300)` 跑在 LSP 后台事件循环上,而外层只有 8s ——**推定**首次自动安装必然把服务器打成 broken,需要一个假 npm 去实跑证实 | R10 取证 |
H-R9D-D-a	notes/r9d-raw-messaging-platform-tools.md	1651	`tools/send_message_tool.py:2106`:`# NOTE: ``send_message`` is intentionally NOT registered as an agent-callable`	| H-R9D-D-a | `tools/send_message_tool.py:2106`:`# NOTE: ``send_message`` is intentionally NOT registered as an agent-callable` | 该 NOTE 声称模型不能自主外发,但 `cronjob` 的 `deliver` 是模型可写的自由目标字符串,经 `cron/scheduler.py:1177` 的 `_parse_target_ref` 直通同一引擎;需要一轮把 cron 片与本片合起来定案这条绕行是否被别处闸住 | R10(cron 片) |
H-R9D-D-b	notes/r9d-raw-messaging-platform-tools.md	1652	`tools/send_message_tool.py:2042`:`payload = {"content": message[:4000], "msg_type": 0}`	| H-R9D-D-b | `tools/send_message_tool.py:2042`:`payload = {"content": message[:4000], "msg_type": 0}` | QQBot 无插件、无 `max_message_length`,超长消息被静默切断且返回 `success: True`,无 warning | R10 |
H-R9D-D-c	notes/r9d-raw-messaging-platform-tools.md	1653	`tools/discord_tool.py:88`:`url = f"{DISCORD_API_BASE}{path}"`	| H-R9D-D-c | `tools/discord_tool.py:88`:`url = f"{DISCORD_API_BASE}{path}"` | 模型给的 `channel_id`/`message_id` 零格式校验直接拼进 URL;urllib 实测不归一化 `..`;同片 HA 为同一形状专门加了白名单正则(`tools/homeassistant_tool.py:262`) | R10 |
H-R9D-D-d	notes/r9d-raw-messaging-platform-tools.md	1654	`tools/discord_tool.py:108`:`with urllib.request.urlopen(req, timeout=timeout) as resp:`	| H-R9D-D-d | `tools/discord_tool.py:108`:`with urllib.request.urlopen(req, timeout=timeout) as resp:` | 本片唯一"凭据跟着重定向走"的客户端(实跑复现 Authorization 跨 origin 保留);仓库已有 `tools/url_safety.py:841` 的 `create_ssrf_safe_client` 未被使用 | R10 |
H-R9D-D-e	notes/r9d-raw-messaging-platform-tools.md	1655	`tests/tools/test_send_message_tool.py:16`:`_HAS_TELEGRAM = pytest.importorskip("telegram", reason="python-telegram-bot not installed") is not None`	| H-R9D-D-e | `tests/tools/test_send_message_tool.py:16`:`_HAS_TELEGRAM = pytest.importorskip("telegram", reason="python-telegram-bot not installed") is not None` | 47 个用例(含 Slack/Signal/Matrix/WhatsApp 等与 Telegram 无关的)被一个可选依赖整文件跳过,运行器仍显示 ✓;下一轮报测试数时要把它当"已知静默跳过"记账 | 每轮 |
H-R9D-D-f	notes/r9d-raw-messaging-platform-tools.md	1656	`tools/homeassistant_tool.py:345`:`def _check_ha_available() -> bool:`	| H-R9D-D-f | `tools/homeassistant_tool.py:345`:`def _check_ha_available() -> bool:` | 配了 `HASS_TOKEN` 即自动启用(`hermes_cli/tools_config.py:2300`)且无任何逐次审批;审批片若已定案 hermes 的审批只覆盖 terminal/file,需要显式把"物理设备控制无审批"写进结论 | R10(审批片) |
H-R9D-D-g	notes/r9d-raw-messaging-platform-tools.md	1657	`tools/feishu_doc_tool.py:54`:`def _check_feishu():`	| H-R9D-D-g | `tools/feishu_doc_tool.py:54`:`def _check_feishu():` | 可用性探针只查 `lark_oapi` 是否可导入,真实可用条件是 `plugins/platforms/feishu/feishu_comment.py:1058` 注入的线程局部客户端;装了 SDK 的任何会话都会看到 5 个必失败的工具 | R10 |
H-R9D-D-h	notes/r9d-raw-messaging-platform-tools.md	1658	`website/docs/reference/tools-reference.md:242`:`	| H-R9D-D-h | `website/docs/reference/tools-reference.md:242`:`| `discord` | Read and participate in a Discord server. Actions include `search_members`, `fetch_messages`, `send_message`, `react`, `fetch_channel`, `list_channels`, and more. | `DISCORD_BOT_TOKEN` |` | 该行六个动作里三个不存在、一个名字错、一个归错工具;同表 `:250` 的 `discord_admin` 行也列了四项不存在的能力 | R12 装订前 |
H-R9D-E-a	notes/r9d-raw-search-browser-supply.md	1425	`tools/web_tools.py:270`:`    return "firecrawl"  # default (backward compat)`	| H-R9D-E-a | `tools/web_tools.py:270`:`    return "firecrawl"  # default (backward compat)` | 什么都没配时返回硬编码后端名,该名字在注册表里**总能取到对象**,于是把注册表的可用性回落路径整条短路(■-1 的直接机制) | R10 分发器簇 |
H-R9D-E-b	notes/r9d-raw-search-browser-supply.md	1426	`tools/web_tools.py:171` 的 `_LEGACY_WEB_BACKENDS`	| H-R9D-E-b | `tools/web_tools.py:171` 的 `_LEGACY_WEB_BACKENDS` | 集合含 `"xai"`,但其上方注释断言 xai「不是注册的 provider」——`plugins/web/xai/__init__.py:14` 的 `ctx.register_web_search_provider(XAIWebSearchProvider())` 证明它已经是;注释指定的同步动作从未执行 | R10 |
H-R9D-E-c	notes/r9d-raw-search-browser-supply.md	1427	`agent/web_search_registry.py:239`:`gate and the dispatcher silently drops to`	| H-R9D-E-c | `agent/web_search_registry.py:239`:`gate and the dispatcher silently drops to` | 代码自己承认分发器会静默换后端,与同文件 `_resolve` docstring 的「不静默换后端」承诺直接冲突(■-2) | R10 |
H-R9D-E-d	notes/r9d-raw-search-browser-supply.md	1428	`agent/tool_dispatch_helpers.py:584`:`_UNTRUSTED_TOOL_NAMES = frozenset({`	| H-R9D-E-d | `agent/tool_dispatch_helpers.py:584`:`_UNTRUSTED_TOOL_NAMES = frozenset({` | 集合只含 `web_extract` / `web_search`,`x_search` 的第三方内容既不被包装也不被威胁扫描(■-3) | R10 安全簇 |
H-R9D-E-e	notes/r9d-raw-search-browser-supply.md	1429	`tools/browser_tool.py:753`:`    if _cloud_provider_resolved:`	| H-R9D-E-e | `tools/browser_tool.py:753`:`    if _cloud_provider_resolved:` | 进程级缓存无 multiplex 豁免,而同文件 `:1468` 的 `if get_hermes_home_override() is not None:` 有——姐妹站点漏改(■-5) | R10 gateway/多路复用簇 |
H-R9D-E-f	notes/r9d-raw-search-browser-supply.md	1430	`agent/browser_registry.py:113`:`def _resolve(configured: Optional[str]) -> Optional[BrowserProvider]:`	| H-R9D-E-f | `agent/browser_registry.py:113`:`def _resolve(configured: Optional[str]) -> Optional[BrowserProvider]:` | 该函数与 `_LEGACY_PREFERENCE` 只被测试引用,生产选择逻辑在 `tools/browser_tool.py:819` 的 `fallback_provider = BrowserUseProvider()` 里另写了一份(■-4) | R10 |
H-R9D-E-g	notes/r9d-raw-search-browser-supply.md	1431	`website/docs/user-guide/security.md:639` 的 `The blocklist is enforced across`	| H-R9D-E-g | `website/docs/user-guide/security.md:639` 的 `The blocklist is enforced across` | 文档承诺站点黑名单覆盖 `web_search`/`web_extract`,实测 `web_search` 完全不覆盖、`web_extract` 只在 firecrawl 后端下覆盖(▲-1 / ■-6) | R10 文档-代码冲突汇总 |
H-R10C-a	notes/r10-raw-acp-adapter.md	1789	`acp_adapter/permissions.py:26`:`    "deny_always": "deny",`	| H-R10C-a | `acp_adapter/permissions.py:26`:`    "deny_always": "deny",` | ACP 发出的「Deny always」选项被映射成一次性 `deny`;`tools/approval.py` 里没有持久拒绝这一档,`approvals.deny` 配置规则不会被写入 | 若要修:或者摘掉这个选项,或者让它写 `approvals.deny`。附带查一遍 `tools/approval.py:542` 的 `_match_user_deny_rule` 有没有写入入口 |
H-R10C-b	notes/r10-raw-acp-adapter.md	1790	`acp_adapter/server.py:1748`:`                    queued_text = user_text or "[Image attachment]"`	| H-R10C-b | `acp_adapter/server.py:1748`:`                    queued_text = user_text or "[Image attachment]"` | 回合进行中收到的图片被丢弃,只把字面串 `"[Image attachment]"` 排进 `List[str]` 队列,排空时当纯文本重放(`:2072`);回执却是「Queued for the next turn」 | 需要把 `queued_prompts` 的元素类型从 `str` 升级成内容块列表(`acp_adapter/session.py:169`),或至少在回执里说明图片未入队 |
H-R10C-c	notes/r10-raw-acp-adapter.md	1791	`acp_adapter/edit_approval.py:181`:`    if tool_name == "write_file":`	| H-R10C-c | `acp_adapter/edit_approval.py:181`:`    if tool_name == "write_file":` | ACP 编辑审批只认 `write_file` / `patch` 两个名字;`skill_manage`(同一对文件里被渲染成带 diff 的 `edit`,见 `acp_adapter/events.py:157`:`        if name in {"write_file", "patch", "skill_manage"}:`)不进这个闸,而它自己的闸默认关 | 这是「守卫认工具名」结论的最强单点取证,建议进成品章。若要修,方向是把 `build_edit_proposal` 扩到 `skill_manage` 的 create/edit/patch/write_file 动作 |
H-R10C-d	notes/r10-raw-acp-adapter.md	1792	`tools/approval.py:4297`:`    if not is_gateway and not is_ask:`	| H-R10C-d | `tools/approval.py:4297`:`    if not is_gateway and not is_ask:` | `check_execute_code_guard` 只在 gateway / `HERMES_EXEC_ASK` 上下文生效;ACP 走的是 interactive 分支,于是 `execute_code`(在 `hermes-acp` toolset 里)在 ACP 会话中直接放行 | 需要判定这是否可接受:同函数 docstring `tools/approval.py:4233`:`    execute_code runs arbitrary local Python — the script can call` 自陈脚本可绕过 `terminal()` 的全部模式匹配 |
H-R10C-e	notes/r10-raw-acp-adapter.md	1793	`acp_adapter/tools.py:1297`:`        raw_input=None if tool_name in _POLISHED_TOOLS else arguments,`	| H-R10C-e | `acp_adapter/tools.py:1297`:`        raw_input=None if tool_name in _POLISHED_TOOLS else arguments,` | 该三元表达式恒取 `arguments` 分支(`:1274` 的 `if tool_name in _POLISHED_TOOLS:` 已提前 return),是死逻辑;落到这条路径的正是 `browser_cdp` / `browser_dialog` 两个三表全漏的工具 | 低优先级清理。同时建议把 `memory` / `session_search` / `browser_console` / `browser_cdp` / `browser_dialog` 补进 `TOOL_KIND_MAP` |
H-R10C-f	notes/r10-raw-acp-adapter.md	1794	`website/docs/developer-guide/acp-internals.md:79`:`- \`thinking_callback\` (currently set to \`None\` in the ACP bridge — reasoning is forwarded through \`step	| H-R10C-f | `website/docs/developer-guide/acp-internals.md:79`:`- \`thinking_callback\` (currently set to \`None\` in the ACP bridge — reasoning is forwarded through \`step_callback\` instead)` | 该句后半为假:reasoning 走 `reasoning_callback`(`acp_adapter/server.py:1829`:`        agent.reasoning_callback = reasoning_cb`),`step_callback` 补发的是工具完成通知 | ▲1,已定案,供跨轮 ▲ 计数 |
H-R10C-g	notes/r10-raw-acp-adapter.md	1795	`website/docs/user-guide/features/acp.md:326`:`The underlying \`AIAgent\` still uses Hermes' normal persistence/logging paths, but ACP \`list/load/resume/fork\`	| H-R10C-g | `website/docs/user-guide/features/acp.md:326`:`The underlying \`AIAgent\` still uses Hermes' normal persistence/logging paths, but ACP \`list/load/resume/fork\` are scoped to the currently running ACP server process.` | 与代码相反(`acp_adapter/session.py:497` 的 `_restore` 从 SessionDB 重建会话与 agent),且与同仓库 `website/docs/developer-guide/acp-internals.md:172` 互相矛盾 | ▲4,已定案。**两份文档互相矛盾**这个形态在本片首次出
H-R10C-h	notes/r10-raw-acp-adapter.md	1796	`acp_adapter/server.py:1163`:`                prompt_capabilities=PromptCapabilities(image=True),`	| H-R10C-h | `acp_adapter/server.py:1163`:`                prompt_capabilities=PromptCapabilities(image=True),` | `initialize` 只 advertise `image`,但代码有近 150 行的 resource_link / embedded-resource 处理(`:332`、`:431`);守规矩的客户端可能永远不发这两类块 | 需要 SDK 或 ACP 规范才能判定「是否存在对应能力位」。下一轮若装得上 `agent-client-protocol==0.9.0`(在**基线之外**的副本里),这是第一个该查的问题 |
H-R10H-a	notes/r10-raw-desktop-electron.md	1850	`apps/desktop/electron/main.ts:10274`:`const url =`	| H-R10H-a | `apps/desktop/electron/main.ts:10274`:`const url =` | `hermes:api` 用模板串把渲染层给的 `request.path` 直接拼在 baseUrl 后,`path` 以 `@host` 开头即可把带凭据的请求发到任意主机 | R10B 读渲染层时确认调用侧是否有约束;若无,这是一条应上报的安全项 |
H-R10H-b	notes/r10-raw-desktop-electron.md	1851	`apps/desktop/electron/main.ts:11204`:`ipcMain.handle('hermes:fs:trash', async (_event, targetPath) => {`	| H-R10H-b | `apps/desktop/electron/main.ts:11204`:`ipcMain.handle('hermes:fs:trash', async (_event, targetPath) => {` | 与 `fs:reveal`/`fs:openDir`/`fs:rename` 一样,渲染层给的路径不过 `hardening.ts` 的守卫,而同组其余 6 条通道都过 | 判断这 4 条是"故意豁免"还是"加固时漏掉的" |
